,KEGG,Pubchem SID,Pubchem CID
1147,C05952,8236,5280879
1148,C05953,8237,5280880
1149,C05954,8238,5280881
1150,C05955,8239,5280882
1151,C05956,8240,5280883
1152,C05957,8241,5280884
1153,C05958,8242,5280885
1154,C05959,8243,5280886
1155,C05960,8244,5280887
1156,C05961,8245,5280888
1157,C05962,8246,5280889
1158,C05963,8247,5280890
1159,C05964,8248,5280891
1160,C05965,8249,5280892
1161,C05966,8250,5280893
1162,C05973,8253,
1163,C05974,8254,
1164,C05976,8256,
1165,C05977,8257,
1166,C05980,8259,
1167,C05981,8260,
1168,C05984,8262,440864
1169,C05990,8266,442611
1170,C06008,8281,440877
1171,C06022,8294,25201749
1172,C06024,8296,25203768
1173,C06025,8297,3083382
1174,C06026,8298,11355423
1175,C06036,8308,
1176,C06037,8309,
1177,C06038,8310,
1178,C06040,8311,
1179,C06046,8317,159278
1180,C06047,8318,161158
1181,C06048,8319,167652
1182,C06062,8332,
1183,C06068,8335,440904
1184,C06069,8336,92042747
1185,C06070,8337,53297344
1186,C06071,8338,440906
1187,C06074,8340,31253
1188,C06075,8341,11463
1189,C06076,8342,6616
1190,C06077,8343,6616
1191,C06078,8344,22311
1192,C06079,8345,440907
1193,C06080,8346,440908
1194,C06081,8347,13453453
1195,C06082,8348,5280896
1196,C06083,8349,168951
1197,C06086,8352,440909
1198,C06087,8353,10569
1199,C06088,8354,440910
1200,C06089,8355,5280897
1201,C06090,8356,440911
1202,C06091,8357,245005
1203,C06092,8358,440912
1204,C06093,8359,440913
1205,C06094,8360,440914
1206,C06095,8361,440915
1207,C06096,8362,14605548
1208,C06098,8363,5280899
1209,C06099,8364,440917
1210,C06103,8367,14490
1211,C06104,8368,196
1212,C06111,8373,5280900
1213,C06121,8379,9839212
1214,C06123,8380,5280541
1215,C06124,8381,5283560
1216,C06125,8382,
1217,C06127,8384,
1218,C06160,8416,440927
1219,C06161,8417,160487
1220,C06162,8418,5154
1221,C06163,8419,5460426
1222,C06165,8420,440929
1223,C06171,8422,5459910
1224,C06172,8423,5460444
1225,C06173,8424,5324289
1226,C06174,8425,5284371
1227,C06175,8426,5462306
1228,C06176,8427,5280906
1229,C06177,8428,10198
1230,C06179,8430,440933
1231,C06180,8431,2181
1232,C06181,8432,68161
1233,C06182,8433,92987
1234,C06183,8434,440934
1235,C06184,8435,86786
1236,C06185,8436,49787007
1237,C06186,8437,440936
1238,C06188,8439,440938
1239,C06194,8444,135398728
1240,C06199,8449,68313
1241,C06201,8451,5280910
1242,C06213,8460,6088
1243,C06224,8467,151398
1244,C06244,8483,178
1245,C06251,8490,25201427
1246,C06255,8494,74563
1247,C06268,8506,23976
1248,C06269,8507,5359596
1249,C06304,8540,92221
1250,C06305,8541,440966
1251,C06306,8542,82227
1252,C06307,8543,440967
1253,C06308,8544,440968
1254,C06309,8545,164874
1255,C06310,8546,92155
1256,C06314,8550,5280914
1257,C06315,8551,5280915
1258,C06327,8563,161243
1259,C06341,8577,440985
1260,C06354,8590,3102
1261,C06361,8597,
1262,C06364,8600,
1263,C06365,8601,
1264,C06371,8607,440993
1265,C06372,8608,440994
1266,C06394,8630,441005
1267,C06417,8652,71563
1268,C06418,8653,76551
1269,C06419,8654,71083
1270,C06420,8655,71098
1271,C06423,8658,379
1272,C06424,8659,11005
1273,C06425,8660,10467
1274,C06426,8661,5280933
1275,C06427,8662,5280934
1276,C06428,8663,446284
1277,C06429,8664,445580
1278,C06437,8671,
1279,C06438,8672,5280936
1280,C06439,8673,5280937
1281,C06454,8687,446987
1282,C06457,8690,5462314
1283,C06462,8694,5280938
1284,C06463,8695,441031
1285,C06464,8696,441032
1286,C06465,8697,441033
1287,C06466,8698,441034
1288,C06467,8699,441035
1289,C06468,8700,441036
1290,C06469,8701,441037
1291,C06470,8702,441038
1292,C06471,8703,160540
1293,C06472,8704,441039
1294,C06473,8705,3035456
1295,C06474,8706,16069996
1296,C06475,8707,5280939
1297,C06476,8708,5280940
1298,C06477,8709,441041
1299,C06478,8710,16069993
1300,C06511,8742,159911
1301,C06512,8743,441063
1302,C06516,8747,441066
1303,C06517,8748,441067
1304,C06518,8749,441068
1305,C06520,8751,441069
1306,C06521,8752,441070
1307,C06522,8753,441071
1308,C06523,8754,441072
1309,C06524,8755,412
1310,C06527,8758,5953
1311,C06528,8759,2724372
1312,C06531,8761,441076
1313,C06533,8763,4680
1314,C06535,8765,5983
1315,C06536,8766,3564
1316,C06538,8768,5280953
1317,C06539,8769,5770
1318,C06540,8770,5280954
1319,C06541,8771,8550
1320,C06542,8772,44891335
1321,C06543,8773,65727
1322,C06544,8774,441081
1323,C06545,8775,441082
1324,C06546,8776,4076
1325,C06547,8777,6325
1326,C06548,8778,6354
1327,C06551,8780,2256
1328,C06561,8790,5280960
1329,C06562,8791,9064
1330,C06563,8792,5280961
1331,C06566,8795,441084
1332,C06570,8799,54675776
1333,C06571,8800,54675777
1334,C06572,8801,11953884
1335,C06573,8802,5280965
1336,C06574,8803,6249
1337,C06575,8804,7463
1338,C06576,8805,325
1339,C06577,8806,326
1340,C06588,8816,7095
1341,C06593,8819,7768
1342,C06604,8830,991
1343,C06605,8831,220
1344,C06606,8832,9395
1345,C06616,8842,83933
1346,C06624,8850,54675779
1347,C06626,8852,54675780
1348,C06627,8853,54675781
1349,C06633,8859,24755489
1350,C06634,8860,49787010
1351,C06636,8862,6294
1352,C06653,8878,9918244
1353,C06654,8879,54675782
1354,C06662,8887,5280980
1355,C06664,8889,441128
1356,C06665,8890,104838
1357,C06681,8906,5746
1358,C06682,8907,401
1359,C06683,8908,5479530
1360,C06684,8909,441139
1361,C06685,8910,6197
1362,C06686,8911,441140
1363,C06687,8912,4539
1364,C06688,8913,135398735
1365,C06689,8914,14969
1366,C06690,8915,11953885
1367,C06691,8916,441143
1368,C06692,8917,441144
1369,C06693,8918,441145
1370,C06694,8919,3000226
1371,C06695,8920,73949
1372,C06696,8921,5352425
1373,C06701,8926,3084169
1374,C06733,8955,5280991
1375,C06734,8956,5280992
1376,C06736,8958,11966113
1377,C06737,8959,11966196
1378,C06740,8962,24820753
1379,C06752,8973,11
1380,C06755,8976,300
1381,C06761,8981,5280996
1382,C06762,8982,441164
1383,C06763,8983,65242
1384,C06764,8984,441165
1385,C06765,8985,11953887
1386,C06770,8990,2019
1387,C06771,8991,7618
1388,C06772,8992,8113
1389,C06789,9009,31373
1390,C06790,9010,6575
1391,C06793,9013,6338
1392,C06800,9019,14403
1393,C06804,9023,1983
1394,C06810,9029,135398513
1395,C06812,9031,3000540
1396,C06813,9032,7416
1397,C06831,9049,2202
1398,C06836,9054,
1399,C06837,9055,2265
1400,C06838,9056,55185
1401,C06840,9058,5742832
1402,C06854,9072,5460769
1403,C06862,9080,2478
1404,C06865,9082,16129616
1405,C06866,9083,1548943
1406,C06873,9090,2578
1407,C06880,9097,33255
1408,C06899,9116,2707
1409,C06900,9117,2708
1410,C06911,9128,2770
1411,C06912,9129,84029
1412,C06914,9131,446598
1413,C06916,9133,2796
1414,C06933,9150,2907
1415,C06936,9152,135398738
1416,C06948,9163,3016
1417,C06952,9167,2756
1418,C06953,9168,135398739
1419,C06955,9170,441207
1420,C06956,9171,2724385
1421,C06957,9172,46173763
1422,C06972,9186,16078
1423,C06973,9187,54671203
1424,C06981,9195,3261
1425,C06991,9204,3308
1426,C07004,9217,31378
1427,C07017,9229,3440
1428,C07020,9232,3463
1429,C07040,9252,3637
1430,C07041,9253,3639
1431,C07044,9256,3657
1432,C07047,9259,3690
1433,C07054,9266,3767
1434,C07058,9270,5282379
1435,C07075,9286,727
1436,C07079,9290,3950
1437,C07083,9294,7501
1438,C07088,9299,26229
1439,C07090,9301,66948
1440,C07092,9303,4685
1441,C07100,9311,1480
1442,C07105,9316,5772
1443,C07108,9319,2733526
1444,C07111,9322,7500
1445,C07115,9326,4033
1446,C07122,9332,460612
1447,C07125,9335,5391
1448,C07130,9340,2153
1449,C07131,9341,5430
1450,C07185,9394,3121
1451,C07190,9399,1349907
1452,C07198,9407,6010
1453,C07201,9410,241903
1454,C07203,9412,4173
1455,C07204,9413,5978
1456,C07207,9416,24066
1457,C07210,9419,35370
1458,C07225,9434,54675783
1459,C07268,9477,6604200
1460,C07271,9480,441245
1461,C07276,9485,441246
1462,C07290,9499,441251
1463,C07294,9503,8948
1464,C07304,9512,441257
1465,C07307,9515,441259
1466,C07308,9516,2513
1467,C07310,9518,5833
1468,C07313,9521,29327
1469,C07315,9523,5329
1470,C07318,9526,5344
1471,C07338,9545,5281026
1472,C07344,9551,157225
1473,C07354,9559,5460412
1474,C07355,9560,5281030
1475,C07357,9562,5281031
1476,C07359,9563,4616
1477,C07366,9570,4890
1478,C07370,9574,5865
1479,C07376,9580,4915
1480,C07391,9595,4993
1481,C07394,9598,441276
1482,C07431,9635,3675
1483,C07434,9638,4763
1484,C07436,9640,4768
1485,C07440,9644,4781
1486,C07443,9647,1775
1487,C07471,9674,1993
1488,C07473,9676,9308
1489,C07474,9677,5910
1490,C07475,9678,101616
1491,C07480,9683,5429
1492,C07481,9684,2519
1493,C07485,9688,4630
1494,C07491,9694,6129
1495,C07494,9697,7305
1496,C07497,9700,4004
1497,C07506,9709,4934
1498,C07534,9737,5991
1499,C07535,9738,2336
1500,C07541,9744,441285
1501,C07542,9745,5761
1502,C07543,9746,443884
1503,C07544,9747,11954224
1504,C07545,9748,134551
1505,C07546,9749,5314
1506,C07547,9750,6000
1507,C07552,9755,61103
1508,C07557,9760,15625
1509,C07561,9764,5943
1510,C07569,9772,657298
1511,C07576,9779,10624
1512,C07577,9780,1615
1513,C07578,9781,644019
1514,C07580,9782,2543
1515,C07587,9789,5360545
1516,C07591,9793,4754
1517,C07592,9794,6167
1518,C07593,9795,6758
1519,C07594,9796,5281045
1520,C07599,9801,135398752
1521,C07600,9802,65036
1522,C07601,9803,441293
1523,C07602,9804,441294
1524,C07603,9805,441295
1525,C07604,9806,441296
1526,C07605,9807,25090658
1527,C07606,9808,3663
1528,C07607,9809,36523
1529,C07609,9811,6473881
1530,C07610,9812,5213
1531,C07619,9821,9046
1532,C07620,9822,448537
1533,C07625,9827,2719
1534,C07629,9831,40973
1535,C07632,9834,441301
1536,C07635,9837,441302
1537,C07640,9842,5198
1538,C07641,9843,5453
1539,C07642,9844,5799
1540,C07649,9851,3385
1541,C07665,9867,2761171
1542,C07666,9868,2955
1543,C07667,9869,3503
1544,C07701,9903,5362124
1545,C07708,9910,441314
1546,C07711,9913,5281058
1547,C07712,9914,5283748
1548,C07715,9917,6853
1549,C07732,9934,9216
1550,C07770,9972,130313
1551,C07771,9973,123630
1552,C07780,9982,444266
1553,C07843,10045,3821
1554,C07880,10082,31401
1555,C07888,10090,2907
1556,C07894,10096,4914
1557,C07909,10111,5497196
1558,C07971,10172,5853
1559,C07999,10200,5323714
1560,C08014,10214,5359272
1561,C08031,10231,71277
1562,C08039,10239,3598
1563,C08042,10242,5447130
1564,C08057,10257,6234
1565,C08060,10260,6854
1566,C08064,10264,441381
1567,C08073,10273,5281099
1568,C08127,10327,5281104
1569,C08142,10342,5360545
1570,C08149,10349,13109
1571,C08150,10350,6279
1572,C08151,10351,11683
1573,C08153,10353,13109
1574,C08156,10356,441404
1575,C08157,10357,9416
1576,C08158,10358,5995
1577,C08161,10361,1548955
1578,C08166,10366,3005573
1579,C08173,10373,5745
1580,C08176,10376,223253
1581,C08186,10386,225609
1582,C08193,10392,446466
1583,C08200,10399,6412
1584,C08202,10401,2370
1585,C08240,10439,441422
1586,C08247,10446,441429
1587,C08250,10449,441432
1588,C08261,10460,2266
1589,C08262,10461,10430
1590,C08271,10470,108079
1591,C08277,10475,5192
1592,C08278,10476,10457
1593,C08280,10478,441445
1594,C08281,10479,8215
1595,C08282,10480,441446
1596,C08283,10481,441448
1597,C08285,10483,441449
1598,C08287,10485,441451
1599,C08296,10494,40539
1600,C08299,10497,10257
1601,C08300,10498,441457
1602,C08301,10499,62258
1603,C08302,10500,6089
1604,C08303,10501,10983
1605,C08304,10502,6890
1606,C08305,10503,9548611
1607,C08307,10505,45485025
1608,C08308,10506,72193633
1609,C08309,10507,1832
1610,C08310,10508,138365
1611,C08311,10509,4266
1612,C08312,10510,4980
1613,C08314,10512,12235228
1614,C08315,10513,5281115
1615,C08316,10514,5281116
1616,C08317,10515,79034
1617,C08318,10516,5281117
1618,C08319,10517,5281118
1619,C08320,10518,11197
1620,C08321,10519,10416
1621,C08322,10520,5281119
1622,C08323,10521,5281120
1623,C08324,10522,49787014
1624,C08325,10523,656516
1625,C08326,10524,5281121
1626,C08327,10525,11953899
1627,C08328,10526,179647
1628,C08329,10527,73604
1629,C08330,10528,441465
1630,C08331,10529,441466
1631,C08332,10530,181804
1632,C08333,10531,119301
1633,C08334,10532,441467
1634,C08335,10533,184959
1635,C08336,10534,119533
1636,C08337,10535,656519
1637,C08338,10536,656520
1638,C08339,10537,656521
1639,C08340,10538,5281123
1640,C08342,10540,5281124
1641,C08344,10541,181811
1642,C08345,10542,441473
1643,C08357,10554,66416
1644,C08358,10555,441485
1645,C08359,10556,441486
1646,C08362,10558,445638
1647,C08363,10559,5281125
1648,C08364,10560,5281126
1649,C08365,10561,643684
1650,C08366,10562,12921
1651,C08367,10563,5281127
1652,C08368,10564,5281128
1653,C08374,10570,8182
1654,C08380,10576,8051
1655,C08384,10580,12409
1656,C08388,10584,12391
1657,C08400,10596,656523
1658,C08401,10597,656525
1659,C08402,10598,25265910
1660,C08403,10599,656527
1661,C08404,10600,5281133
1662,C08405,10601,656531
1663,C08406,10602,5281134
1664,C08407,10603,5281135
1665,C08408,10604,656537
1666,C08409,10605,656539
1667,C08410,10606,656541
1668,C08411,10607,656543
1669,C08412,10608,656545
1670,C08413,10609,656547
1671,C08415,10611,3034765
1672,C08416,10612,5281136
1673,C08417,10613,656555
1674,C08418,10614,441524
1675,C08419,10615,656557
1676,C08420,10616,5281138
1677,C08422,10617,656561
1678,C08423,10618,656563
1679,C08424,10619,656565
1680,C08425,10620,5281139
1681,C08426,10621,656568
1682,C08427,10622,2723733
1683,C08428,10623,441537
1684,C08438,10632,9543442
1685,C08439,10633,441542
1686,C08441,10635,5281143
1687,C08450,10643,5281149
1688,C08461,10654,72386
1689,C08462,10655,441551
1690,C08465,10658,643733
1691,C08467,10660,441555
1692,C08469,10662,2236
1693,C08476,10669,7431
1694,C08485,10678,185208
1695,C08490,10683,1549018
1696,C08491,10684,5281166
1697,C08502,10695,441575
1698,C08511,10704,441580
1699,C08512,10705,441581
1700,C08513,10706,258956
1701,C08514,10707,441582
1702,C08516,10709,441584
1703,C08517,10710,25092366
1704,C08521,10714,441589
1705,C08522,10715,441590
1706,C08523,10716,441591
1707,C08524,10717,441592
1708,C08525,10718,73620
1709,C08526,10719,9651
1710,C08527,10720,441593
1711,C08532,10725,72378
1712,C08534,10727,10356588
1713,C08537,10730,6913965
1714,C08538,10731,5281176
1715,C08539,10732,6913962
1716,C08540,10733,11953902
1717,C08541,10734,11953904
1718,C08542,10735,11953906
1719,C08543,10736,135438589
1720,C08544,10737,6914004
1721,C08545,10738,441612
1722,C08547,10740,6913969
1723,C08548,10741,135438590
1724,C08549,10742,6913971
1725,C08550,10743,11953908
1726,C08551,10744,6913975
1727,C08554,10747,135438591
1728,C08555,10748,135438592
1729,C08556,10749,135438593
1730,C08557,10750,135438594
1731,C08558,10751,5281204
1732,C08559,10752,135438595
1733,C08560,10753,135438596
1734,C08562,10755,5281208
1735,C08563,10756,11953912
1736,C08564,10757,6913977
1737,C08565,10758,135438597
1738,C08566,10759,135438598
1739,C08567,10760,6913978
1740,C08568,10761,135438599
1741,C08569,10762,135438600
1742,C08572,10765,441645
1743,C08573,10766,5281219
1744,C08574,10767,441647
1745,C08575,10768,441648
1746,C08576,10769,5281220
1747,C08577,10770,5281221
1748,C08578,10771,5281222
1749,C08579,10772,5281223
1750,C08580,10773,5281224
1751,C08582,10775,5281226
1752,C08583,10776,5281227
1753,C08584,10777,5281228
1754,C08585,10778,5281229
1755,C08586,10779,5281230
1756,C08587,10780,5281231
1757,C08588,10781,5281232
1758,C08589,10782,5281233
1759,C08590,10783,5281234
1760,C08591,10784,5281235
1761,C08592,10785,5281236
1762,C08593,10786,5281237
1763,C08594,10787,5281238
1764,C08596,10789,5281239
1765,C08598,10791,5281241
1766,C08599,10792,5281242
1767,C08600,10793,441663
1768,C08601,10794,5281243
1769,C08602,10795,5281244
1770,C08603,10796,5281245
1771,C08604,10797,441667
1772,C08605,10798,5281246
1773,C08606,10799,5281247
1774,C08607,10800,637039
1775,C08608,10801,5281249
1776,C08609,10802,5281250
1777,C08610,10803,5281251
1778,C08611,10804,5281252
1779,C08612,10805,441671
1780,C08613,10806,5281253
1781,C08614,10807,448438
1782,C08615,10808,73170
1783,C08616,10809,73145
1784,C08617,10810,119034
1785,C08618,10811,72326
1786,C08619,10812,64971
1787,C08620,10813,441674
1788,C08621,10814,441675
1789,C08622,10815,441676
1790,C08623,10816,441677
1791,C08624,10817,441678
1792,C08625,10818,441679
1793,C08626,10819,91472
1794,C08627,10820,441680
1795,C08628,10821,259846
1796,C08629,10822,441681
1797,C08630,10823,92157
1798,C08631,10824,46173776
1799,C08632,10825,441683
1800,C08633,10826,159516
1801,C08634,10827,441684
1802,C08635,10828,441685
1803,C08636,10829,441686
1804,C08637,10830,92097
1805,C08638,10831,441687
1806,C08639,10832,441688
1807,C08640,10833,441689
1808,C08641,10834,11979365
1809,C08642,10835,13832989
1810,C08643,10836,441694
1811,C08644,10837,5281254
1812,C08647,10840,441699
1813,C08648,10841,5281255
1814,C08649,10842,5281256
1815,C08650,10843,638278
1816,C08651,10844,5281257
1817,C08652,10845,441701
1818,C08653,10846,5281258
1819,C08654,10847,441704
1820,C08655,10848,441705
1821,C08656,10849,441706
1822,C08657,10850,441707
1823,C08658,10851,5281261
1824,C08659,10852,441708
1825,C08660,10853,441709
1826,C08661,10854,441710
1827,C08662,10855,441711
1828,C08667,10860,441716
1829,C08668,10861,441717
1830,C08669,10862,5281266
1831,C08670,10863,5281267
1832,C08671,10864,441720
1833,C08672,10865,441721
1834,C08673,10866,441722
1835,C08674,10867,441723
1836,C08675,10868,441724
1837,C08676,10869,441725
1838,C08677,10870,441726
1839,C08678,10871,441727
1840,C08679,10872,441728
1841,C08680,10873,441729
1842,C08681,10874,441730
1843,C08682,10875,5281271
1844,C08683,10876,441732
1845,C08684,10877,441733
1846,C08685,10878,441734
1847,C08687,10880,441736
1848,C08688,10881,441737
1849,C08689,10882,441738
1850,C08690,10883,441739
1851,C08691,10884,441740
1852,C08692,10885,441741
1853,C08693,10886,441742
1854,C08694,10887,441743
1855,C08695,10888,441744
1856,C08696,10889,441745
1857,C08697,10890,441746
1858,C08698,10891,441747
1859,C08699,10892,441748
1860,C08700,10893,441749
1861,C08701,10894,5281283
1862,C08702,10895,441750
1863,C08704,10897,441752
1864,C08705,10898,441753
1865,C08706,10899,441754
1866,C08707,10900,6915738
1867,C08708,10901,441756
1868,C08709,10902,441757
1869,C08710,10903,11953913
1870,C08711,10904,11953914
1871,C08712,10905,441760
1872,C08713,10906,441761
1873,C08714,10907,441762
1874,C08715,10908,441763
1875,C08716,10909,159287
1876,C08717,10910,441764
1877,C08718,10911,441765
1878,C08719,10912,441767
1879,C08720,10913,5281292
1880,C08722,10915,5281293
1881,C08723,10916,11979367
1882,C08724,10917,5281294
1883,C08725,10918,441772
1884,C08726,10919,441773
1885,C08727,10920,441774
1886,C08728,10921,441776
1887,C08729,10922,441777
1888,C08730,10923,5281295
1889,C08732,10925,5281297
1890,C08737,10930,7955
1891,C08746,10939,441784
1892,C08747,10940,72965
1893,C08748,10941,5281303
1894,C08749,10942,5281304
1895,C08750,10943,5281305
1896,C08751,10944,161496
1897,C08752,10945,441788
1898,C08753,10946,441789
1899,C08754,10947,73432
1900,C08755,10948,441790
1901,C08756,10949,441791
1902,C08757,10950,73154
1903,C08758,10951,441792
1904,C08759,10952,441793
1905,C08760,10953,441794
1906,C08763,10956,441796
1907,C08764,10957,441797
1908,C08765,10958,14010691
1909,C08766,10959,5281308
1910,C08767,10960,5462416
1911,C08768,10961,441801
1912,C08769,10962,441802
1913,C08770,10963,99530
1914,C08771,10964,72964
1915,C08772,10965,441803
1916,C08773,10966,72320
1917,C08775,10968,119041
1918,C08776,10969,182145
1919,C08777,10970,44576302
1920,C08778,10971,65571
1921,C08779,10972,441805
1922,C08780,10973,5281310
1923,C08781,10974,441807
1924,C08782,10975,134025
1925,C08783,10976,441808
1926,C08784,10977,441809
1927,C08785,10978,181814
1928,C08786,10979,5462417
1929,C08787,10980,5281311
1930,C08788,10981,441812
1931,C08789,10982,441813
1932,C08790,10983,11953915
1933,C08791,10984,11953916
1934,C08792,10985,11953917
1935,C08793,10986,5281315
1936,C08794,10987,5281316
1937,C08795,10988,5281317
1938,C08796,10989,5281318
1939,C08797,10990,5281319
1940,C08798,10991,5281320
1941,C08799,10992,441818
1942,C08800,10993,5281321
1943,C08801,10994,441819
1944,C08802,10995,441820
1945,C08803,10996,5281322
1946,C08804,10997,441822
1947,C08805,10998,5281323
1948,C08806,10999,119287
1949,C08807,11000,5281324
1950,C08808,11001,441824
1951,C08809,11002,5281325
1952,C08810,11003,181744
1953,C08811,11004,441826
1954,C08813,11006,5281327
1955,C08814,11007,115196
1956,C08816,11009,119444
1957,C08817,11010,5281328
1958,C08818,11011,5281328
1959,C08819,11012,441828
1960,C08821,11014,5281326
1961,C08825,11018,160482
1962,C08829,11022,441830
1963,C08830,11023,94204
1964,C08831,11024,46173777
1965,C08832,11025,441831
1966,C08833,11026,441832
1967,C08834,11027,441833
1968,C08835,11028,115127
1969,C08836,11029,5281330
1970,C08837,11030,441835
1971,C08838,11031,441836
1972,C08839,11032,441837
1973,C08840,11033,5281331
1974,C08841,11034,265237
1975,C08842,11035,161671
1976,C08843,11036,441838
1977,C08844,11037,441839
1978,C08845,11038,441840
1979,C08846,11039,5281332
1980,C08847,11040,441842
1981,C08848,11041,441843
1982,C08849,11042,441844
1983,C08850,11043,441845
1984,C08851,11044,11953918
1985,C08852,11045,5462418
1986,C08853,11046,441848
1987,C08854,11047,441849
1988,C08855,11048,16142
1989,C08856,11049,441850
1990,C08857,11050,441851
1991,C08858,11051,441852
1992,C08859,11052,441853
1993,C08860,11053,441854
1994,C08861,11054,441855
1995,C08862,11055,441856
1996,C08863,11056,120704
1997,C08864,11057,441857
1998,C08865,11058,441858
1999,C08866,11059,91540
2000,C08867,11060,267436
2001,C08868,11061,441859
2002,C08869,11062,441860
2003,C08870,11063,441861
2004,C08871,11064,441862
2005,C08872,11065,441863
2006,C08873,11066,441864
2007,C08874,11067,441865
2008,C08875,11068,441866
2009,C08876,11069,441867
2010,C08877,11070,441868
2011,C08878,11071,441869
2012,C08879,11072,441870
2013,C08880,11073,441871
2014,C08881,11074,441872
2015,C08882,11075,441873
2016,C08883,11076,441874
2017,C08884,11077,441875
2018,C08885,11078,441876
2019,C08886,11079,440454
2020,C08887,11080,71581001
2021,C08888,11081,71581002
2022,C08889,11082,441879
2023,C08890,11083,441880
2024,C08891,11084,441881
2025,C08892,11085,441882
2026,C08893,11086,441883
2027,C08894,11087,441884
2028,C08895,11088,441885
2029,C08896,11089,441886
2030,C08897,11090,119245
2031,C08898,11091,99474
2032,C08899,11092,441887
2033,C08900,11093,441888
2034,C08901,11094,159861
2035,C08902,11095,91453
2036,C08904,11096,441889
2037,C08905,11097,441890
2038,C08906,11098,197977
2039,C08907,11099,441891
2040,C08908,11100,441892
2041,C08909,11101,441893
2042,C08910,11102,441894
2043,C08911,11103,441895
2044,C08912,11104,441896
2045,C08913,11105,91439
2046,C08914,11106,99516
2047,C08915,11107,441897
2048,C08916,11108,441898
2049,C08917,11109,441899
2050,C08918,11110,441900
2051,C08919,11111,441901
2052,C08920,11112,441902
2053,C08921,11113,6476031
2054,C08922,11114,73146
2055,C08923,11115,441904
2056,C08924,11116,441905
2057,C08925,11117,441906
2058,C08926,11118,441907
2059,C08927,11119,441908
2060,C08928,11120,157143
2061,C08930,11122,441909
2062,C08931,11123,185465
2063,C08932,11124,441910
2064,C08933,11125,441911
2065,C08934,11126,441912
2066,C08935,11127,441913
2067,C08936,11128,441914
2068,C08937,11129,441915
2069,C08938,11130,441916
2070,C08940,11132,441918
2071,C08941,11133,441919
2072,C08942,11134,73309
2073,C08943,11135,441920
2074,C08944,11136,441921
2075,C08945,11137,441922
2076,C08946,11138,441923
2077,C08947,11139,11953919
2078,C08949,11141,441925
2079,C08950,11142,92825
2080,C08952,11144,441927
2081,C08953,11145,441928
2082,C08954,11146,73296
2083,C08955,11147,441929
2084,C08956,11148,441930
2085,C08957,11149,441931
2086,C08958,11150,171238
2087,C08959,11151,441932
2088,C08960,11152,441933
2089,C08961,11153,441934
2090,C08962,11154,441935
2091,C08963,11155,170885
2092,C08964,11156,176079
2093,C08965,11157,441936
2094,C08966,11158,441937
2095,C08967,11159,441938
2096,C08968,11160,441939
2097,C08969,11161,441940
2098,C08970,11162,49787015
2099,C08971,11163,441942
2100,C08972,11164,101810
2101,C08973,11165,5281337
2102,C08974,11166,185034
2103,C08975,11167,167928
2104,C08976,11168,441945
2105,C08977,11169,441946
2106,C08978,11170,11953920
2107,C08980,11172,115012
2108,C08982,11174,441950
2109,C08983,11175,122097
2110,C08984,11176,441951
2111,C08985,11177,441952
2112,C08986,11178,11953922
2113,C08987,11179,5462420
2114,C08988,11180,64945
2115,C08989,11181,441955
2116,C08990,11182,441956
2117,C08991,11183,441957
2118,C08993,11185,441958
2119,C08994,11186,160190
2120,C08995,11187,155008
2121,C08996,11188,441959
2122,C08998,11190,30219
2123,C08999,11191,5281342
2124,C09000,11192,441960
2125,C09002,11194,441961
2126,C09010,11202,3828
2127,C09011,11203,441966
2128,C09012,11204,5281344
2129,C09014,11206,441968
2130,C09016,11208,441970
2131,C09019,11211,441971
2132,C09023,11215,73484
2133,C09024,11216,441975
2134,C09025,11217,441976
2135,C09028,11220,441979
2136,C09029,11221,441980
2137,C09030,11222,441981
2138,C09031,11223,441982
2139,C09032,11224,441983
2140,C09034,11226,441984
2141,C09035,11227,71204
2142,C09037,11229,251575
2143,C09040,11232,441988
2144,C09042,11234,227613
2145,C09044,11236,3008110
2146,C09045,11237,441991
2147,C09046,11238,441992
2148,C09047,11239,72537
2149,C09048,11240,441993
2150,C09049,11241,6716
2151,C09053,11245,69502
2152,C09054,11246,182658
2153,C09055,11247,441997
2154,C09056,11248,54712597
2155,C09057,11249,441999
2156,C09058,11250,173866
2157,C09059,11251,54754035
2158,C09060,11252,10658
2159,C09062,11254,13888890
2160,C09063,11255,442003
2161,C09064,11256,5462222
2162,C09065,11257,442006
2163,C09066,11258,108052
2164,C09067,11259,442007
2165,C09068,11260,442008
2166,C09069,11261,442009
2167,C09070,11262,442010
2168,C09071,11263,442011
2169,C09072,11264,11109567
2170,C09073,11265,442012
2171,C09074,11266,442013
2172,C09075,11267,442014
2173,C09076,11268,47936
2174,C09077,11269,442015
2175,C09078,11270,11953923
2176,C09080,11272,442018
2177,C09081,11273,442019
2178,C09083,11275,5281361
2179,C09084,11276,442021
2180,C09086,11278,198036
2181,C09087,11279,442023
2182,C09090,11282,352542
2183,C09091,11283,5281363
2184,C09092,11284,442027
2185,C09093,11285,5281364
2186,C09094,11286,5281365
2187,C09095,11287,5281366
2188,C09096,11288,5281367
2189,C09097,11289,442031
2190,C09099,11291,92794
2191,C09101,11293,442032
2192,C09102,11294,5281368
2193,C09103,11295,442034
2194,C09104,11296,442035
2195,C09105,11297,442036
2196,C09107,11299,363275
2197,C09108,11300,5281369
2198,C09109,11301,5281370
2199,C09110,11302,188456
2200,C09111,11303,442041
2201,C09112,11304,442042
