,KEGG,Pubchem SID,Pubchem CID
5263,C17760,163311808,21669942
5264,C17761,163311809,71448934
5265,C17765,96024088,5319013
5266,C17768,163311814,71448937
5267,C17778,96024097,14989
5268,C17785,96024104,188323
5269,C17787,96024106,158311
5270,C17788,96024107,5317291
5271,C17793,163311818,60148697
5272,C17794,163311819,60148655
5273,C17797,163311820,13996685
5274,C17798,163311821,13996693
5275,C17799,163311822,13943297
5276,C17800,163311823,71448939
5277,C17801,163311824,71448940
5278,C17802,163311825,14241100
5279,C17804,163311826,71448941
5280,C17808,96024113,46173999
5281,C17811,96024116,147621
5282,C17813,103061380,147621
5283,C17814,96024118,6438572
5284,C17827,96024125,14135317
5285,C17834,96024126,155692
5286,C17835,163311841,124034
5287,C17855,135626099,6441913
5288,C17877,124488999,6531
5289,C17890,103061384,471426
5290,C17920,96024143,44150026
5291,C17925,96024146,3917
5292,C17926,96024147,19509
5293,C17927,96024148,87653
5294,C17928,96024149,91613
5295,C17929,96024150,37463
5296,C17930,96024151,3077
5297,C17931,96024152,3692
5298,C17932,96024153,3035842
5299,C17933,96024154,3035905
5300,C17934,96024155,2790
5301,C17941,96024162,14668642
5302,C17953,96024174,25137910
5303,C17954,96024175,25137938
5304,C17955,96024176,25137936
5305,C17957,96024177,5464170
5306,C17958,96024178,170569
5307,C17962,96024182,6330803
5308,C17968,96024188,65174
5309,C18010,96024230,3035060
5310,C18015,96024235,162644
5311,C18016,96024236,21596475
5312,C18023,96024243,480764
5313,C18024,96024244,5275227
5314,C18025,96024245,442478
5315,C18027,96024247,11116489
5316,C18037,96024257,15102684
5317,C18051,96024271,24883448
5318,C18052,96024272,16071112
5319,C18053,96024273,9910234
5320,C18059,96024278,25010770
5321,C18064,96024283,161456
5322,C18066,96024284,62349
5323,C18095,96024312,10033203
5324,C18097,96024314,10055958
5325,C18099,96024316,38439
5326,C18100,96024317,38251
5327,C18101,96024318,42540
5328,C18102,96024319,29575
5329,C18103,96024320,37270
5330,C18104,96024321,39929
5331,C18105,96024322,42138
5332,C18106,96024323,42128
5333,C18107,96024324,51130
5334,C18108,96024325,51720
5335,C18109,96024326,42140
5336,C18110,96024327,43495
5337,C18111,96024328,38199
5338,C18112,96024329,41510
5339,C18113,96024330,38200
5340,C18114,96024331,51043
5341,C18115,96024332,36231
5342,C18116,96024333,36188
5343,C18117,96024334,53036
5344,C18118,96024335,35823
5345,C18119,96024336,47650
5346,C18120,96024337,38019
5347,C18121,96024338,50891
5348,C18122,96024339,40479
5349,C18123,96024340,38306
5350,C18124,96024341,46174049
5351,C18125,96024342,
5352,C18126,96024343,
5353,C18127,96024344,5311018
5354,C18128,96024345,5497186
5355,C18129,96024346,
5356,C18130,96024347,5480230
5357,C18138,96024355,15509898
5358,C18144,96024361,15509898
5359,C18145,96024362,12313421
5360,C18146,96024363,46174053
5361,C18147,96024364,10342051
5362,C18148,96024365,34466
5363,C18149,96024366,16682746
5364,C18164,96024380,46174063
5365,C18167,96024383,65373
5366,C18168,96024384,
5367,C18169,96024385,
5368,C18171,96024387,10473088
5369,C18173,96024389,16061125
5370,C18175,96024391,46174066
5371,C18176,96024392,46174067
5372,C18177,96024393,16061126
5373,C18178,96024394,44251266
5374,C18179,96024395,11383310
5375,C18180,96024396,18636
5376,C18181,96024397,18636
5377,C18182,96024398,18636
5378,C18183,96024399,18636
5379,C18184,96024400,18636
5380,C18185,96024401,18636
5381,C18186,96024402,18636
5382,C18187,96024403,18636
5383,C18188,96024404,18636
5384,C18189,96024405,18636
5385,C18190,96024406,18636
5386,C18191,96024407,25058164
5387,C18192,96024408,5460703
5388,C18193,96024409,9909623
5389,C18197,96024412,9909623
5390,C18198,96024413,9909623
5391,C18200,96024415,9909623
5392,C18201,96024416,9909623
5393,C18203,96024418,36159
5394,C18204,96024419,15509892
5395,C18205,96024420,95170
5396,C18208,103061390,95170
5397,C18209,103061391,95170
5398,C18210,103061392,95170
5399,C18237,103061419,135398581
5400,C18245,103061427,44123555
5401,C18246,103061428,6278
5402,C18248,103061430,6337
5403,C18313,103061495,6337
5404,C18339,124489013,54693473
5405,C18340,124489014,54679073
5406,C18341,124489015,54679073
5407,C18342,124489016,54694369
5408,C18343,124489017,205912
5409,C18346,124489020,5462222
5410,C18350,124489024,18752
5411,C18363,124489037,208910
5412,C18364,124489038,2581
5413,C18365,124489039,10440987
5414,C18369,124489043,2537
5415,C18373,124489047,83975
5416,C18394,124489068,91687
5417,C18395,124489069,91752
5418,C18397,124489071,17522
5419,C18398,124489072,7328
5420,C18399,124489073,27982
5421,C18400,124489074,3118
5422,C18401,124489075,6328134
5423,C18402,124489076,91758
5424,C18403,124489077,34526
5425,C18404,124489078,38779
5426,C18405,124489079,36870
5427,C18406,124489080,93460
5428,C18407,124489081,91664
5429,C18408,124489082,6436606
5430,C18409,124489083,91686
5431,C18410,124489084,71245
5432,C18411,124489085,47326
5433,C18412,124489086,92430
5434,C18413,124489087,9809914
5435,C18414,124489088,9576091
5436,C18415,124489089,53297381
5437,C18416,124489090,41384
5438,C18417,124489091,24743
5439,C18418,124489092,17517
5440,C18419,124489093,9595287
5441,C18420,124489094,24744
5442,C18421,124489095,32490
5443,C18422,124489096,93486
5444,C18423,124489097,6386307
5445,C18424,124489098,5360545
5446,C18425,124489099,11709249
5447,C18426,124489100,91708
5448,C18427,124489101,39238
5449,C18428,124489102,3120
5450,C18429,124489103,170356
5451,C18430,124489104,91766
5452,C18431,124489105,11027582
5453,C18432,124489106,41648
5454,C18433,124489107,20990
5455,C18434,124489108,71777
5456,C18435,124489109,16116
5457,C18436,124489110,5383
5458,C18437,124489111,91734
5459,C18438,124489112,86355
5460,C18439,124489113,6451137
5461,C18440,124489114,3623881
5462,C18441,124489115,93539
5463,C18442,124489116,91763
5464,C18443,124489117,92433
5465,C18444,124489118,91750
5466,C18445,124489119,6423
5467,C18446,124489120,16686
5468,C18447,124489121,6323
5469,C18448,124489122,6328
5470,C18449,124489123,3000605
5471,C18450,124489124,3032572
5472,C18451,124489125,8305
5473,C18452,124489126,3034378
5474,C18453,124489127,5360545
5475,C18454,124489128,11271640
5476,C18455,124489129,91778
5477,C18456,124489130,86132
5478,C18457,124489131,10788
5479,C18458,124489132,93341
5480,C18459,124489133,86173
5481,C18460,124489134,17432
5482,C18461,124489135,86138
5483,C18462,124489136,86398
5484,C18463,124489137,9834513
5485,C18464,124489138,11159021
5486,C18465,124489139,73668
5487,C18466,124489140,66461
5488,C18467,124489141,13218777
5489,C18468,124489142,93483
5490,C18469,124489143,18772487
5491,C18470,124489144,11046097
5492,C18471,124489145,86211
5493,C18474,124489148,21954
5494,C18475,124489149,18743
5495,C18476,124489150,86210
5496,C18477,124489151,6336
5497,C18479,124489153,53297383
5498,C18480,124489154,93532
5499,C18481,124489155,11784975
5500,C18482,124489156,11388558
5501,C18483,124489157,91587
5502,C18484,124489158,24847867
5503,C18485,124489159,9948894
5504,C18486,124489160,9604652
5505,C18487,124489161,91665
5506,C18488,124489162,9907412
5507,C18489,124489163,86102
5508,C18490,124489164,80277
5509,C18491,124489165,10110536
5510,C18492,124489166,39040
5511,C18493,124489167,91699
5512,C18494,124489168,6436639
5513,C18495,124489169,153974
5514,C18496,124489170,29732
5515,C18497,124489171,195429
5516,C18498,124489172,5364079
5517,C18499,124489173,91744
5518,C18500,124489174,12771065
5519,C18501,124489175,3081363
5520,C18502,124489176,47898
5521,C18503,124489177,3083543
5522,C18504,124489178,73672
5523,C18505,124489179,86389
5524,C18507,124489181,213021
5525,C18508,124489182,86287519
5526,C18509,124489183,197701
5527,C18510,124489184,9839306
5528,C18511,124489185,3034287
5529,C18512,124489186,115224
5530,C18513,124489187,5821911
5531,C18514,124489188,19402
5532,C18515,124489189,10157484
5533,C18516,124489190,135515530
5534,C18517,124489191,11496052
5535,C18518,124489192,11527333
5536,C18519,124489193,11262655
5537,C18520,124489194,11193251
5538,C18521,124489195,86268
5539,C18522,124489196,11292824
5540,C18523,124489197,9827529
5541,C18524,124489198,6434488
5542,C18525,124489199,105010
5543,C18526,124489200,91773
5544,C18527,124489201,91701
5545,C18528,124489202,7204
5546,C18529,124489203,7207
5547,C18530,124489204,53518
5548,C18531,124489205,53297385
5549,C18532,124489206,119653
5550,C18533,124489207,6861
5551,C18534,124489208,5360545
5552,C18535,124489209,93315
5553,C18536,124489210,11236201
5554,C18537,124489211,31573
5555,C18538,124489212,20056433
5556,C18539,124489213,135491830
5557,C18540,124489214,135585373
5558,C18541,124489215,92421
5559,C18542,124489216,4929
5560,C18543,124489217,86353
5561,C18544,124489218,10085783
5562,C18545,124489219,18772482
5563,C18546,124489220,15530
5564,C18547,124489221,213013
5565,C18548,124489222,41632
5566,C18549,124489223,91735
5567,C18550,124489224,2804318
5568,C18551,124489225,93228
5569,C18552,124489226,9930667
5570,C18553,124489227,177863
5571,C18554,124489228,182951
5572,C18555,124489229,94686
5573,C18556,124489230,92383
5574,C18557,124489231,9828343
5575,C18558,124489232,3034285
5576,C18559,124489233,5483872
5577,C18560,124489234,11486133
5578,C18561,124489235,6422843
5579,C18562,124489236,11664966
5580,C18563,124489237,87176
5581,C18564,124489238,6363
5582,C18565,124489239,3496
5583,C18567,124489241,5359464
5584,C18568,124489242,3526
5585,C18569,124489243,107720
5586,C18570,124489244,15546
5587,C18571,124489245,15604135
5588,C18572,124489246,11348992
5589,C18573,124489247,9862076
5590,C18574,124489248,18771
5591,C18575,124489249,7045
5592,C18576,124489250,73670
5593,C18577,124489251,6795
5594,C18578,124489252,91731
5595,C18579,124489253,9013425
5596,C18581,124489255,10238657
5597,C18582,124489256,36565
5598,C18583,124489257,5889665
5599,C18584,124489258,17748
5600,C18585,124489259,13837
5601,C18586,124489260,5460341
5602,C18587,124489261,11167
5603,C18588,124489262,5360545
5604,C18589,124489263,176879
5605,C18590,124489264,9576037
5606,C18591,124489265,53297387
5607,C18592,124489266,11714234
5608,C18593,124489267,213031
5609,C18594,124489268,5360545
5610,C18595,124489269,9954185
5611,C18596,124489270,54680085
5612,C18597,124489271,3030
5613,C18598,124489272,86137
5614,C18599,124489273,54689800
5615,C18600,124489274,6418
5616,C18602,124489276,4936
5617,C18603,124489277,6451139
5618,C18604,124489278,93379
5619,C18605,124489279,91753
5620,C18607,124489281,180089
5621,C18608,124489282,185588
5622,C18609,124489283,135491728
5623,C18611,124489285,33791
5624,C18613,124489287,11563984
5625,C18614,124489288,91754
5626,C18615,124489289,47445
5627,C18626,124489300,11150163
5628,C18627,124489301,24726
5629,C18628,124489302,92200
5630,C18644,124489318,17531
5631,C18645,124489319,5360962
5632,C18646,124489320,9571009
5633,C18647,124489321,5460341
5634,C18648,124489322,5352425
5635,C18649,124489323,34766
5636,C18650,124489324,47759
5637,C18651,124489325,16248
5638,C18652,124489326,5361043
5639,C18653,124489327,10800
5640,C18654,124489328,5377791
5641,C18655,124489329,13526
5642,C18656,124489330,5371560
5643,C18657,124489331,32184
5644,C18658,124489332,5859
5645,C18659,124489333,31070
5646,C18660,124489334,62773
5647,C18661,124489335,17434
5648,C18662,124489336,14210
5649,C18663,124489337,5371562
5650,C18664,124489338,4618
5651,C18665,124489339,12541
5652,C18666,124489340,560193
5653,C18667,124489341,4096
5654,C18668,124489342,31099
5655,C18669,124489343,5372405
5656,C18670,124489344,190217
5657,C18671,124489345,14994
5658,C18674,124489348,14994
5659,C18675,124489349,12542
5660,C18676,124489350,7290
5661,C18677,124489351,91655
5662,C18683,124489357,53297396
5663,C18684,124489358,53297397
5664,C18686,124489360,32739
5665,C18687,124489361,3289
5666,C18688,124489362,5355863
5667,C18689,124489363,3032604
5668,C18690,124489364,4790
5669,C18691,124489365,53297399
5670,C18692,124489366,93516
5671,C18693,124489367,25670
5672,C18694,124489368,54680676
5673,C18695,124489369,91771
5674,C18696,124489370,54698175
5675,C18697,124489371,44465
5676,C18698,124489372,6719
5677,C18700,124489374,13263
5678,C18701,124489375,43233
5679,C18702,124489376,71482
5680,C18703,124489377,12932
5681,C18704,124489378,3444
5682,C18705,124489379,135405255
5683,C18706,124489380,24874
5684,C18707,124489381,27525
5685,C18708,124489382,8287
5686,C18712,124489386,23978
5687,C18713,124489387,23978
5688,C18714,124489388,190217
5689,C18715,124489389,3086172
5690,C18716,124489390,38687
5691,C18717,124489391,39425
5692,C18718,124489392,39722
5693,C18719,124489393,41385
5694,C18720,124489394,6436605
5695,C18721,124489395,13783
5696,C18722,124489396,13728
5697,C18723,124489397,8204
5698,C18724,124489398,5360545
5699,C18725,124489399,3286
5700,C18726,124489400,91694
5701,C18727,124489401,86356
5702,C18728,124489402,16682804
5703,C18729,124489403,5357402
5704,C18730,124489404,36392
5705,C18731,124489405,86429
5706,C18732,124489406,92395
5707,C18733,124489407,73675
5708,C18734,124489408,91727
5709,C18735,124489409,91747
5710,C18736,124489410,51556
5711,C18737,124489411,19756
5712,C18738,124489412,727
5713,C18739,124489413,37175
5714,C18740,124489414,19730
5715,C18741,124489415,32876
5716,C18742,124489416,7153
5717,C18743,124489417,40896
5718,C18744,124489418,61021
5719,C18745,124489419,3034435
5720,C18746,124489420,93362
5721,C18747,124489421,14322
5722,C18748,124489422,5360545
5723,C18749,124489423,4420
5724,C18750,124489424,8422
5725,C18751,124489425,16004
5726,C18752,124489426,33528
5727,C18753,124489427,53735
5728,C18754,124489428,17038
5729,C18755,124489429,14215
5730,C18756,124489430,12901
5731,C18757,124489431,9570290
5732,C18758,124489432,32230
5733,C18759,124489433,4931
5734,C18760,124489434,62020
5735,C18761,124489435,26033
5736,C18762,124489436,8381
5737,C18763,124489437,178795
5738,C18764,124489438,86175
5739,C18765,124489439,5360545
5740,C18766,124489440,77797
5741,C18767,124489441,5759
5742,C18768,124489442,36584
5743,C18769,124489443,135492483
5744,C18770,124489444,86306
5745,C18771,124489445,17563
5746,C18772,124489446,6376209
5747,C18773,124489447,5987
5748,C18774,124489448,25572
5749,C18775,124489449,19662
5750,C18776,124489450,38884
5751,C18777,124489451,91762
5752,C18778,124489452,53297402
5753,C18779,124489453,15553
5754,C18780,124489454,14337
5755,C18781,124489455,3034380
5756,C18782,124489456,37829
5757,C18783,124489457,91612
5758,C18784,124489458,135424353
5759,C18785,124489459,34468
5760,C18786,124489460,61899
5761,C18787,124489461,93365
5762,C18788,124489462,5748526
5763,C18789,124489463,33257
5764,C18790,124489464,91768
5765,C18791,124489465,114994
5766,C18792,124489466,92326
5767,C18793,124489467,18290
5768,C18794,124489468,15629
5769,C18795,124489469,8227
5770,C18800,124489474,42850
5771,C18801,124489475,91693
5772,C18803,124489477,41463
5773,C18804,124489478,6023583
5774,C18805,124489479,5360545
5775,C18806,124489480,91739
5776,C18807,124489481,9969573
5777,C18808,124489482,5360545
5778,C18809,124489483,5392
5779,C18810,124489484,22206
5780,C18811,124489485,13450
5781,C18812,124489486,40087
5782,C18813,124489487,5543
5783,C18814,124489488,15951
5784,C18815,124489489,6436449
5785,C18816,124489490,16682992
5786,C18817,124489491,27375
5787,C18818,124489492,92420
5788,C18819,124489493,5360545
5789,C18820,124489494,14145
5790,C18821,124489495,3081304
5791,C18825,124489499,65420
5792,C18826,124489500,91757
5793,C18827,124489501,41381
5794,C18828,124489502,135424354
5795,C18829,124489503,33360
5796,C18830,124489504,104150
5797,C18831,124489505,3033865
5798,C18832,124489506,77338
5799,C18833,124489507,90590
5800,C18849,124489521,62210
5801,C18850,124489522,11700495
5802,C18851,124489523,5360545
5803,C18852,124489524,91759
5804,C18853,124489525,16562
5805,C18854,124489526,69789
5806,C18855,124489527,5360545
5807,C18856,124489528,10087
5808,C18857,124489529,43079
5809,C18858,124489530,50465
5810,C18859,124489531,18772468
5811,C18860,124489532,8607
5812,C18861,124489533,91741
5813,C18862,124489534,5372477
5814,C18863,124489535,19079
5815,C18864,124489536,54738
5816,C18865,124489537,54740
5817,C18866,124489538,10958189
5818,C18867,124489539,86422
5819,C18868,124489540,27189
5820,C18869,124489541,8594
5821,C18873,124489545,43704
5822,C18874,124489546,33775
5823,C18875,124489547,93541
5824,C18876,124489548,9828359
5825,C18877,124489549,29393
5826,C18878,124489550,5484132
5827,C18879,124489551,23978
5828,C18880,124489552,5794
5829,C18881,124489553,39327
5830,C18882,124489554,16826
5831,C18883,124489555,91774
5832,C18884,124489556,34469
5833,C18885,124489557,32490
5834,C18886,124489558,16213016
5835,C18887,124489559,24685
5836,C18888,124489560,6451142
5837,C18889,124489561,93525
5838,C18890,124489562,15334777
5839,C18891,124489563,91749
5840,C18892,124489564,3391107
5841,C18894,124489566,53297414
5842,C18895,124489567,52998
5843,C18896,124489568,92299
5844,C18897,124489569,8330
5845,C18898,124489570,37523
5846,C18899,124489571,12898
5847,C18900,124489572,91772
5848,C18901,124489573,92434
5849,C18903,124489575,122087
5850,C18906,124489578,9570093
5851,C18907,124489579,27195
5852,C18908,124489580,30331
5853,C18909,124489581,50590
5854,C18910,124489582,135911928
5855,C18912,124489584,43359
5856,C18913,124489585,23466
5857,C18914,124489586,32597
5858,C18916,124489588,115078
5859,C18917,124489589,34280
5860,C18918,124489590,3032792
5861,C18919,124489591,163893
5862,C18920,124489592,911208
5863,C18921,124489593,92350
5864,C18922,124489594,169442
5865,C18923,124489595,35953
5866,C18924,124489596,10320
5867,C18925,124489597,21207
5868,C18926,124489598,92304
5869,C18927,124489599,13943
5870,C18928,124489600,32253
5871,C18929,124489601,21929
5872,C18930,124489602,39978
5873,C18931,124489603,14146
5874,C18932,124489604,33605
5875,C18933,124489605,8371
5876,C18934,124489606,88916
5877,C18935,124489607,7541
5878,C18936,124489608,19014
5879,C18937,124489609,5360545
5880,C18938,124489610,93358
5881,C18939,124489611,91600
5882,C18941,124489613,114868
5883,C18942,124489614,20055210
5884,C18943,124489615,29697
5885,C18944,124489616,95877
5886,C18945,124489617,14880662
5887,C18946,124489618,7159
5888,C18948,124489620,16787
5889,C18949,124489621,17564
5890,C18950,124489622,12636
5891,C18951,124489623,40032
5892,C18952,124489624,9414
5893,C18953,124489625,23421
5894,C18954,124489626,9570637
5895,C18955,124489627,36733
5896,C18956,124489628,17516
5897,C18957,124489629,25550
5898,C18958,124489630,15583
5899,C18959,124489631,17357
5900,C18960,124489632,9271
5901,C18961,124489633,10066
5902,C18962,124489634,20226
5903,C18963,124489635,13525
5904,C18964,124489636,88197
5905,C18965,124489637,16422
5906,C18966,124489638,20965
5907,C18968,124489640,13081
5908,C18969,124489641,9570291
5909,C18970,124489642,30859
5910,C18971,124489643,5371578
5911,C18972,124489644,9300
5912,C18973,124489645,25669
5913,C18974,124489646,77322
5914,C18975,124489647,115123
5915,C18977,124489649,9273
5916,C18978,124489650,24723
5917,C18979,124489651,28213
5918,C18980,124489652,8264
5919,C18981,124489653,19657
5920,C18982,124489654,17717
5921,C18983,124489655,8297
5922,C18984,124489656,91523
5923,C18985,124489657,37995
5924,C18986,124489658,9298
5925,C18987,124489659,13676
5926,C18988,124489660,17345
5927,C18989,124489661,55138
5928,C18992,124489664,6366
5929,C18993,124489665,7259
5930,C18999,124489671,30684
5931,C19000,124489672,22083
5932,C19001,124489673,39223
5933,C19002,124489674,28935
5934,C19003,124489675,53297417
5935,C19004,124489676,17580
5936,C19005,124489677,34488
5937,C19006,124489678,6543
5938,C19007,124489679,9568069
5939,C19008,124489680,9738
5940,C19009,124489681,17242
5941,C19010,124489682,16773
5942,C19011,124489683,13689
5943,C19012,124489684,31957
5944,C19013,124489685,23717
5945,C19014,124489686,16774
5946,C19015,124489687,9037
5947,C19016,124489688,37125
5948,C19017,124489689,7873
5949,C19018,124489690,9477
5950,C19019,124489691,8809
5951,C19020,124489692,79914
5952,C19021,124489693,34475
5953,C19022,124489694,10234
5954,C19023,124489695,6624
5955,C19024,124489696,6635
5956,C19025,124489697,16770
5957,C19026,124489698,3034465
5958,C19027,124489699,22094
5959,C19028,124489700,25146
5960,C19029,124489701,26597
5961,C19030,124489702,6636
5962,C19031,124489703,20288
5963,C19032,124489704,16685
5964,C19033,124489705,6348
5965,C19034,124489706,6564
5966,C19035,124489707,15643
5967,C19036,124489708,9272
5968,C19037,124489709,12657825
5969,C19038,124489710,8540
5970,C19039,124489711,5614
5971,C19040,124489712,5360545
5972,C19041,124489713,53297418
5973,C19042,124489714,6434236
5974,C19043,124489715,7157
5975,C19044,124489716,31068
5976,C19045,124489717,6510110
5977,C19046,124489718,16560
5978,C19047,124489719,35699
5979,C19048,124489720,94382
5980,C19049,124489721,17693
5981,C19050,124489722,32321
5982,C19051,124489723,38090
5983,C19052,124489724,42807
5984,C19053,124489725,23715
5985,C19054,124489726,37869
5986,C19055,124489727,5462222
5987,C19056,124489728,8630
5988,C19057,124489729,16824
5989,C19058,124489730,16007
5990,C19059,124489731,7551
5991,C19060,124489732,16073
5992,C19061,124489733,94578
5993,C19062,124489734,15969
5994,C19063,124489735,36606
5995,C19064,124489736,20848
5996,C19065,124489737,33500
5997,C19066,124489738,36250
5998,C19067,124489739,5462222
5999,C19068,124489740,17212
6000,C19069,124489741,86287521
6001,C19070,124489742,53297419
6002,C19071,124489743,8701
6003,C19072,124489744,8686
6004,C19073,124489745,174656
6005,C19074,124489746,19587
6006,C19075,124489747,21610568
6007,C19076,124489748,53297420
6008,C19077,124489749,7560
6009,C19086,124489758,3034319
6010,C19087,124489759,8800
6011,C19088,124489760,8800
6012,C19089,124489761,2317241
6013,C19090,124489762,18432
6014,C19091,124489763,75902
6015,C19092,124489764,91596
6016,C19093,124489765,32921
6017,C19094,124489766,5284376
6018,C19095,124489767,18055
6019,C19096,124489768,7216
6020,C19097,124489769,16003
6021,C19098,124489770,15359
6022,C19099,124489771,3032472
6023,C19100,124489772,13904
6024,C19101,124489773,20105
6025,C19102,124489774,109865
6026,C19103,124489775,15950
6027,C19104,124489776,13290
6028,C19105,124489777,14621415
6029,C19106,124489778,33443
6030,C19107,124489779,9576097
6031,C19108,124489780,9412
6032,C19109,124489781,16554
6033,C19110,124489782,3035253
6034,C19111,124489783,16556
6035,C19112,124489784,41462
6036,C19113,124489785,
6037,C19114,124489786,6805
6038,C19115,124489787,26693
6039,C19116,124489788,26715
6040,C19117,124489789,92365
6041,C19118,124489790,15115
6042,C19119,124489791,17776
6043,C19120,124489792,10404
6044,C19121,124489793,156003
6045,C19122,124489794,8303
6046,C19123,124489795,4690
6047,C19124,124489796,38839
6048,C19125,124489797,6693
6049,C19126,124489798,3081924
6050,C19127,124489799,7919
6051,C19128,124489800,12785740
6052,C19129,124489801,15967
6053,C19130,124489802,73669
6054,C19131,124489803,93200
6055,C19132,124489804,17112
6056,C19133,124489805,92514
6057,C19134,124489806,5361997
6058,C19135,124489807,6437842
6059,C19136,124489808,736366
6060,C19137,124489809,3037919
6061,C19138,124489810,10813
6062,C19139,124489811,13814
6063,C19140,124489812,5359965
6064,C19141,124489813,6732
6065,C19142,124489814,10760
6066,C19143,124489815,8830
6067,C19144,124489816,14993
6068,C19145,124489817,6750
6069,C19146,124489818,5796
6070,C19147,124489819,8442
6071,C19148,124489820,77416
6072,C19149,124489821,17284
6073,C19157,124489829,11817119
6074,C19158,124489830,10967
6075,C19159,124489831,23940
6076,C19160,124489832,7864
6077,C19161,124489833,23976
6078,C19162,124489834,26751
6079,C19163,124489835,26751
6080,C19164,124489836,10461
6081,C19165,124489837,7411
6082,C19166,124489838,7367
6083,C19167,124489839,7503
6084,C19168,124489840,7412
6085,C19169,124489841,7251
6086,C19170,124489842,451706
6087,C19171,124489843,104730
6088,C19172,124489844,104730
6089,C19173,124489845,33743
6090,C19174,124489846,9119
6091,C19175,124489847,6598
6092,C19176,124489848,1322
6093,C19177,124489849,6497
6094,C19178,124489850,12967
6095,C19179,124489851,12967
6096,C19180,124489852,53462
6097,C19181,124489853,4156
6098,C19182,124489854,31356
6099,C19184,124489856,11641
6100,C19185,124489857,6339
6101,C19186,124489858,62805
6102,C19187,124489859,6051
6103,C19188,124489860,7340
6104,C19189,124489861,61205
6105,C19191,124489863,7000
6106,C19192,124489864,7000
6107,C19193,124489865,10298
6108,C19194,124489866,460129
6109,C19195,124489867,104987
6110,C19196,124489868,9152
6111,C19197,124489869,9136
6112,C19198,124489870,14619061
6113,C19199,124489871,18692
6114,C19201,124489873,18303
6115,C19202,124489874,18303
6116,C19203,124489875,
6117,C19204,124489876,8266
6118,C19205,124489877,53665
6119,C19206,124489878,10555
6120,C19207,124489879,7263
6121,C19208,124489880,31369
6122,C19209,124489881,5360545
6123,C19210,124489882,11293
6124,C19211,124489883,6681
6125,C19212,124489884,542762
6126,C19213,124489885,136120797
6127,C19214,124489886,22830
6128,C19215,124489887,104730
6129,C19216,124489888,8445
6130,C19217,124489889,11942
6131,C19218,124489890,11976
6132,C19219,124489891,9183
6133,C19220,124489892,9177
6134,C19221,124489893,9134
6135,C19222,124489894,9108
6136,C19223,124489895,9106
6137,C19224,124489896,7281
6138,C19225,124489897,7070
6139,C19226,124489898,34239
6140,C19227,124489899,15374
6141,C19228,124489900,7586
6142,C19229,124489901,7197
6143,C19230,124489902,18096
6144,C19231,124489903,8411
6145,C19232,124489904,9570442
6146,C19233,124489905,5976
6147,C19234,124489906,60018
6148,C19235,124489907,31186
6149,C19236,124489908,17190
6150,C19237,124489909,7834
6151,C19238,124489910,8821
6152,C19239,124489911,6113
6153,C19240,124489912,3607071
6154,C19241,124489913,14077784
6155,C19242,124489914,2733489
6156,C19243,124489915,6435894
6157,C19244,124489916,49971
6158,C19245,124489917,49970
6159,C19246,124489918,13002
6160,C19247,124489919,17734
6161,C19248,124489920,6214
6162,C19249,124489921,637564
6163,C19250,124489922,12679
6164,C19251,124489923,9131
6165,C19252,124489924,12448
6166,C19253,124489925,62244
6167,C19254,124489926,62274
6168,C19255,124489927,62275
6169,C19256,124489928,4053
6170,C19257,124489929,6377
6171,C19258,124489930,5363199
6172,C19259,124489931,19427
6173,C19260,124489932,13283
6174,C19261,124489933,12749
6175,C19262,124489934,13195
6176,C19263,124489935,7909
6177,C19264,124489936,31426
6178,C19265,124489937,667493
6179,C19266,124489938,7031
6180,C19267,124489939,9579050
6181,C19268,124489940,6093
6182,C19269,124489941,11769
6183,C19270,124489942,7048
6184,C19271,124489943,24121
6185,C19272,124489944,9568055
6186,C19273,124489945,10753
6187,C19274,124489946,9335
6188,C19275,124489947,6375
6189,C19276,124489948,62134
6190,C19277,124489949,13542
6191,C19278,124489950,14223
6192,C19279,124489951,12130
6193,C19280,124489952,62163
6194,C19281,124489953,25418
6195,C19282,124489954,20678
6196,C19283,124489955,6046
6197,C19284,124489956,7526
6198,C19285,124489957,13591
6199,C19286,124489958,25811
6200,C19287,124489959,17550
6201,C19288,124489960,17550
6202,C19289,124489961,6414792
6203,C19290,124489962,4756
6204,C19291,124489963,31217
6205,C19292,124489964,31217
6206,C19293,124489965,5360545
6207,C19294,124489966,5360545
6208,C19295,124489967,5462222
6209,C19296,124489968,14264
6210,C19297,124489969,2365
6211,C19298,124489970,5360545
6212,C19299,124489971,8301
6213,C19300,124489972,10509
6214,C19301,124489973,12001
6215,C19302,124489974,2723949
6216,C19303,124489975,8765
6217,C19304,124489976,1269845
6218,C19305,124489977,5561
6219,C19306,124489978,5284474
6220,C19307,124489979,5360545
6221,C19308,124489980,5360545
6222,C19309,124489981,7904
6223,C19310,124489982,7499
6224,C19311,124489983,7833
6225,C19312,124489984,6734
6226,C19314,124489986,615099
6227,C19315,124489987,62344
6228,C19316,124489988,7850
6229,C19317,124489989,5971
6230,C19318,124489990,17816
6231,C19319,124489991,62547
6232,C19320,124489992,6702
6233,C19321,124489993,3613389
6234,C19322,124489994,4984721
6235,C19323,124489995,3417419
6236,C19324,124489996,8486
6237,C19325,124489997,17083
6238,C19326,124489998,7732
6239,C19327,124489999,9118
6240,C19328,124490000,9118
6241,C19329,124490001,5845
6242,C19330,124490002,
